666.000000-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
-7.360000
