0,3.36
1,3.36
2,3.36
3,3.36
4,3.36
5,3.36
6,3.36
7,3.36
8,3.36
9,3.36
10,3.36
11,3.36
12,3.36
13,3.36
14,3.36
15,3.36
16,3.36
17,3.36
18,3.36
19,3.36
20,3.36
21,3.36
22,3.36
23,3.36
24,3.36
25,3.36
26,3.36
27,3.36
28,3.36
29,3.36
30,3.36
31,3.36
32,3.36
33,3.36
34,3.36
35,3.36
36,3.36
37,3.36
38,3.36
39,3.36
40,3.36
41,3.36
42,3.36
43,3.36
44,3.36
45,3.36
46,3.36
47,3.36
48,3.36
49,3.36
50,3.36
51,3.36
52,3.36
53,3.36
54,3.36
55,3.36
56,3.36
57,3.36
58,3.36
59,3.36
60,3.36
61,3.36
62,3.36
63,3.36
64,3.36
65,3.36
66,3.36
67,3.36
68,3.36
69,3.36
70,3.36
71,3.36
72,3.36
73,3.36
74,3.36
75,3.36
76,3.36
77,3.36
78,3.36
79,3.36
80,3.36
81,3.36
82,3.36
83,3.36
84,3.36
85,3.36
86,3.36
87,3.36
88,3.36
89,3.36
90,3.36
91,3.36
92,3.36
93,3.36
94,3.36
95,3.36
96,3.36
97,3.36
98,3.36
99,3.36
100,3.36
101,3.3628
102,3.3656
103,3.3684
104,3.3712
105,3.374
106,3.3768
107,3.3796
108,3.3824
109,3.3852
110,3.388
111,3.3908
112,3.3936
113,3.3964
114,3.3992
115,3.402
116,3.4048
117,3.4076
118,3.4104
119,3.4132
120,3.416
121,3.4188
122,3.4216
123,3.4244
124,3.4272
125,3.43
126,3.4328
127,3.4356
128,3.4384
129,3.4412
130,3.444
131,3.4468
132,3.4496
133,3.4524
134,3.4552
135,3.458
136,3.4608
137,3.4636
138,3.4664
139,3.4692
140,3.472
141,3.4748
142,3.4776
143,3.4804
144,3.4832
145,3.486
146,3.4888
147,3.4916
148,3.4944
149,3.4972
150,3.5
151,3.5028
152,3.5056
153,3.5084
154,3.5112
155,3.514
156,3.5168
157,3.5196
158,3.5224
159,3.5252
160,3.528
161,3.5308
162,3.5336
163,3.5364
164,3.5392
165,3.542
166,3.5448
167,3.5476
168,3.5504
169,3.5532
170,3.556
171,3.5588
172,3.5616
173,3.5644
174,3.5672
175,3.57
176,3.5728
177,3.5756
178,3.5784
179,3.5812
180,3.584
181,3.5868
182,3.5896
183,3.5924
184,3.5952
185,3.598
186,3.6008
187,3.6036
188,3.6064
189,3.6092
190,3.612
191,3.6148
192,3.6176
193,3.6204
194,3.6232
195,3.626
196,3.6288
197,3.6316
198,3.6344
199,3.6372
200,3.64
201,3.6428
202,3.6456
203,3.6484
204,3.6512
205,3.654
206,3.6568
207,3.6596
208,3.6624
209,3.6652
210,3.668
211,3.6708
212,3.6736
213,3.6764
214,3.6792
215,3.682
216,3.6848
217,3.6876
218,3.6904
219,3.6932
220,3.696
221,3.6988
222,3.7016
223,3.7044
224,3.7072
225,3.71
226,3.7128
227,3.7156
228,3.7184
229,3.7212
230,3.724
231,3.7268
232,3.7296
233,3.7324
234,3.7352
235,3.738
236,3.7408
237,3.7436
238,3.7464
239,3.7492
240,3.752
241,3.7548
242,3.7576
243,3.7604
244,3.7632
245,3.766
246,3.7688
247,3.7716
248,3.7744
249,3.7772
250,3.78
251,3.7828
252,3.7856
253,3.7884
254,3.7912
255,3.794
256,3.7968
257,3.7996
258,3.8024
259,3.8052
260,3.808
261,3.8108
262,3.8136
263,3.8164
264,3.8192
265,3.822
266,3.8248
267,3.8276
268,3.8304
269,3.8332
270,3.836
271,3.8388
272,3.8416
273,3.8444
274,3.8472
275,3.85
276,3.8528
277,3.8556
278,3.8584
279,3.8612
280,3.864
281,3.8668
282,3.8696
283,3.8724
284,3.8752
285,3.878
286,3.8808
287,3.8836
288,3.8864
289,3.8892
290,3.892
291,3.8948
292,3.8976
293,3.9004
294,3.9032
295,3.906
296,3.9088
297,3.9116
298,3.9144
299,3.9172
300,3.92
301,3.9228
302,3.9256
303,3.9284
304,3.9312
305,3.934
306,3.9368
307,3.9396
308,3.9424
309,3.9452
310,3.948
311,3.9508
312,3.9536
313,3.9564
314,3.9592
315,3.962
316,3.9648
317,3.9676
318,3.9704
319,3.9732
320,3.976
321,3.9788
322,3.9816
323,3.9844
324,3.9872
325,3.99
326,3.9928
327,3.9956
328,3.9984
329,4.0012
330,4.004
331,4.0068
332,4.0096
333,4.0124
334,4.0152
335,4.018
336,4.0208
337,4.0236
338,4.0264
339,4.0292
340,4.032
341,4.0348
342,4.0376
343,4.0404
344,4.0432
345,4.046
346,4.0488
347,4.0516
348,4.0544
349,4.0572
350,4.06
351,4.0628
352,4.0656
353,4.0684
354,4.0712
355,4.074
356,4.0768
357,4.0796
358,4.0824
359,4.0852
360,4.088
361,4.0908
362,4.0936
363,4.0964
364,4.0992
365,4.102
366,4.1048
367,4.1076
368,4.1104
369,4.1132
370,4.116
371,4.1188
372,4.1216
373,4.1244
374,4.1272
375,4.13
376,4.1328
377,4.1356
378,4.1384
379,4.1412
380,4.144
381,4.1468
382,4.1496
383,4.1524
384,4.1552
385,4.158
386,4.1608
387,4.1636
388,4.1664
389,4.1692
390,4.172
391,4.1748
392,4.1776
393,4.1804
394,4.1832
395,4.186
396,4.1888
397,4.1916
398,4.1944
399,4.1972
400,4.2
401,4.2028
402,4.2056
403,4.2084
404,4.2112
405,4.214
406,4.2168
407,4.2196
408,4.2224
409,4.2252
410,4.228
411,4.2308
412,4.2336
413,4.2364
414,4.2392
415,4.242
416,4.2448
417,4.2476
418,4.2504
419,4.2532
420,4.256
421,4.2588
422,4.2616
423,4.2644
424,4.2672
425,4.27
426,4.2728
427,4.2756
428,4.2784
429,4.2812
430,4.284
431,4.2868
432,4.2896
433,4.2924
434,4.2952
435,4.298
436,4.3008
437,4.3036
438,4.3064
439,4.3092
440,4.312
441,4.3148
442,4.3176
443,4.3204
444,4.3232
445,4.326
446,4.3288
447,4.3316
448,4.3344
449,4.3372
450,4.34
451,4.3428
452,4.3456
453,4.3484
454,4.3512
455,4.354
456,4.3568
457,4.3596
458,4.3624
459,4.3652
460,4.368
461,4.3708
462,4.3736
463,4.3764
464,4.3792
465,4.382
466,4.3848
467,4.3876
468,4.3904
469,4.3932
470,4.396
471,4.3988
472,4.4016
473,4.4044
474,4.4072
475,4.41
476,4.4128
477,4.4156
478,4.4184
479,4.4212
480,4.424
481,4.4268
482,4.4296
483,4.4324
484,4.4352
485,4.438
486,4.4408
487,4.4436
488,4.4464
489,4.4492
490,4.452
491,4.4548
492,4.4576
493,4.4604
494,4.4632
495,4.466
496,4.4688
497,4.4716
498,4.4744
499,4.4772
500,4.48
501,4.4828
502,4.4856
503,4.4884
504,4.4912
505,4.494
506,4.4968
507,4.4996
508,4.5024
509,4.5052
510,4.508
511,4.5108
512,4.5136
513,4.5164
514,4.5192
515,4.522
516,4.5248
517,4.5276
518,4.5304
519,4.5332
520,4.536
521,4.5388
522,4.5416
523,4.5444
524,4.5472
525,4.55
526,4.5528
527,4.5556
528,4.5584
529,4.5612
530,4.564
531,4.5668
532,4.5696
533,4.5724
534,4.5752
535,4.578
536,4.5808
537,4.5836
538,4.5864
539,4.5892
540,4.592
541,4.5948
542,4.5976
543,4.6004
544,4.6032
545,4.606
546,4.6088
547,4.6116
548,4.6144
549,4.6172
550,4.62
551,4.6228
552,4.6256
553,4.6284
554,4.6312
555,4.634
556,4.6368
557,4.6396
558,4.6424
559,4.6452
560,4.648
561,4.6508
562,4.6536
563,4.6564
564,4.6592
565,4.662
566,4.6648
567,4.6676
568,4.6704
569,4.6732
570,4.676
571,4.6788
572,4.6816
573,4.6844
574,4.6872
575,4.69
576,4.6928
577,4.6956
578,4.6984
579,4.7012
580,4.704
581,4.7068
582,4.7096
583,4.7124
584,4.7152
585,4.718
586,4.7208
587,4.7236
588,4.7264
589,4.7292
590,4.732
591,4.7348
592,4.7376
593,4.7404
594,4.7432
595,4.746
596,4.7488
597,4.7516
598,4.7544
599,4.7572
600,4.76
601,4.7628
602,4.7656
603,4.7684
604,4.7712
605,4.774
606,4.7768
